"id","index","epi","ar","et","nbr_boite","name_project","etude","date","secteur","ti","name_document","nbr_document_a3","nbr_document_a4","nbr_plan","type_document_a3","type_document_a4","type_document_a0","nbr_copy","nbr_exemplaire","nbr_folder","salle","created_by_id","last_update_by_id"
10047,"617-1-10","6","1","7","1","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT2 ET 3: STATIONS DE POMPAGE ET RESERVOIRS DE REGULATION","2000-01-01","","TTI","LOT 3 STATION DE PRISE SUR LE SEBOU","","15","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10048,"617-1-11","6","1","7","1","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT2 ET 3: STATIONS DE POMPAGE ET RESERVOIRS DE REGULATION","2000-01-01","","TTI","DETAIL ESTIMATIF ET AVANT METRE  (LOT 3 VOLUME 2)","","45","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10049,"617-1-12","6","1","7","1","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT2 ET 3: STATIONS DE POMPAGE ET RESERVOIRS DE REGULATION","2000-01-01","","TTI","LOT 2 STATION DE MISE EN PRESSION ZE10","","20","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10050,"617-1-13","6","1","7","1","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT2 ET 3: STATIONS DE POMPAGE ET RESERVOIRS DE REGULATION","2000-01-01","","TTI","LOT 2 STATION DE MISE EN PRESSION ZE11","","19","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10051,"617-1-14","6","1","7","1","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT2 ET 3: STATIONS DE POMPAGE ET RESERVOIRS DE REGULATION","2000-01-01","","TTI","LOT 2 STATION DE MISE EN PRESSION ZE12","","17","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10052,"617-1-15","6","1","7","1","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT2 ET 3: STATIONS DE POMPAGE ET RESERVOIRS DE REGULATION","2000-01-01","","TTI","LOT 3 STATION DE MISE EN PRESSION ZE9","","33","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10053,"617-1-16","6","1","7","1","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT2 ET 3: STATIONS DE POMPAGE ET RESERVOIRS DE REGULATION","2000-01-01","","TTI","LOT 3 STATION DE MISE EN PRESSION ZE10","","45","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10054,"617-1-17","6","1","7","1","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT2 ET 3: STATIONS DE POMPAGE ET RESERVOIRS DE REGULATION","2000-01-01","","TTI","LOT 3 STATION DE MISE EN PRESSION ZE11","","35","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10055,"617-1-18","6","1","7","1","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT2 ET 3: STATIONS DE POMPAGE ET RESERVOIRS DE REGULATION","2000-01-01","","TTI","LOT3 EQUIPEMENT HYDRAULIQUES DES STATION DE POMPAGE","","26","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10056,"617-1-19","6","1","7","1","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT2 ET 3: STATIONS DE POMPAGE ET RESERVOIRS DE REGULATION","2000-01-01","","TTI","STATION DE PRISE SUR LE SEBOU","","35","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10057,"617-1-2","6","1","7","1","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT2 ET 3: STATIONS DE POMPAGE ET RESERVOIRS DE REGULATION","2000-01-01","","TTI","REGLEMENT DE L'APPEL D'0FFRES LOT 2 VOLUME 2 ZE12 )","","27","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10058,"617-1-20","6","1","7","1","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT2 ET 3: STATIONS DE POMPAGE ET RESERVOIRS DE REGULATION","2000-01-01","","TTI","STATION D'EXHAURE AU PK 10","","16","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10059,"617-1-21","6","1","7","1","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT2 ET 3: STATIONS DE POMPAGE ET RESERVOIRS DE REGULATION","2000-01-01","","TTI","VOLUME2 DETAIL ESTIMATIF ET AVANT METRE","","17","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10060,"617-1-3","6","1","7","1","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT2 ET 3: STATIONS DE POMPAGE ET RESERVOIRS DE REGULATION","2000-01-01","","TTI","CAHIER DES PRESCRIPTIONS COMMUNES (LOT 2)","","180","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10061,"617-1-4","6","1","7","1","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT2 ET 3: STATIONS DE POMPAGE ET RESERVOIRS DE REGULATION","2000-01-01","","TTI","BORDEREAU DES PRIX UNITAIRES DETAIL ESTIMATIF (LOT 2)","","19","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10062,"617-1-5","6","1","7","1","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT2 ET 3: STATIONS DE POMPAGE ET RESERVOIRS DE REGULATION","2000-01-01","","TTI","PIECES DESSINEES (LOT 2)","5","2","","PLANS DES OUVRAGES","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10063,"617-1-6","6","1","7","1","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT2 ET 3: STATIONS DE POMPAGE ET RESERVOIRS DE REGULATION","2000-01-01","","TTI","REGELEMENT DE L'APPEL D'OFFRES (LOT 3)","","25","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10064,"617-1-7","6","1","7","1","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT2 ET 3: STATIONS DE POMPAGE ET RESERVOIRS DE REGULATION","2000-01-01","","TTI","CAHIER DES PRESCRIPTION SPECIALES ZONE EST-LOT N2","","72","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10065,"617-1-8","6","1","7","1","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT2 ET 3: STATIONS DE POMPAGE ET RESERVOIRS DE REGULATION","2000-01-01","","TTI","PIECES DESSINEES (LOT 3)","10","2","","PLANS DES OUVRAGES","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10066,"617-1-9","6","1","7","1","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT2 ET 3: STATIONS DE POMPAGE ET RESERVOIRS DE REGULATION","2000-01-01","","TTI","CAHIER DES PRESCRIPTIONS SPECIALS","","98","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10067,"617-2-1","6","1","7","2","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT 5: ASSAINISSEMENT, DRAINAGE ET NIVELLEMENT","2000-01-01","","TTI","RAPPORT (LOT 4 ET 5 VOLUME 1)","","163","","","RAPPORT","","","","1","SALLE ARCHIVE",NULL,NULL
10068,"617-4-1","6","1","7","4","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT 4 ET 5 : ASSAINISSEMENT / DRAINAGE / NIVELLENENT ET RECALIBRAGE DES ELISSAIRES EXODTATNES VOLUME 1",NULL,"ZONE EST  LOT N5","TTI","DETAIL ESTIMATIF ET AVANT METRE (LOT 5 VOLUME 2 )","","11","","","RAPPORT","","","","1","SALLE ARCHIVE",NULL,NULL
10069,"617-4-10","6","1","7","4","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT 4 ET 5 : ASSAINISSEMENT / DRAINAGE / NIVELLENENT ET RECALIBRAGE DES ELISSAIRES EXODTATNES VOLUME 1",NULL,"","TTI","CAHIER DES PRESCRIPTION SPECIALE","","82","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10070,"617-4-11","6","1","7","4","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT 4 ET 5 : ASSAINISSEMENT / DRAINAGE / NIVELLENENT ET RECALIBRAGE DES ELISSAIRES EXODTATNES VOLUME 1",NULL,"","TTI","PEICES DESSINEES  LOT4","3","2","","PLANS DES OUVRAGES","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10071,"617-4-12","6","1","7","4","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT 4 ET 5 : ASSAINISSEMENT / DRAINAGE / NIVELLENENT ET RECALIBRAGE DES ELISSAIRES EXODTATNES VOLUME 1",NULL,"","TTI","REGLEMENT DE L'APPEL D'OFFRE","","28","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10072,"617-4-2","6","1","7","4","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT 4 ET 5 : ASSAINISSEMENT / DRAINAGE / NIVELLENENT ET RECALIBRAGE DES ELISSAIRES EXODTATNES VOLUME 1",NULL,"ZONE EST LOT N4","TTI","DETAIL ESTIMATIF ET AVANT METRE (LOT 4VOLUME 2 )","","21","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10073,"617-4-3","6","1","7","4","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT 4 ET 5 : ASSAINISSEMENT / DRAINAGE / NIVELLENENT ET RECALIBRAGE DES ELISSAIRES EXODTATNES VOLUME 1",NULL,"ZONE EST LOT N4","TTI","CAHIER DES PRESCRIPTIONS COMMUNES ","","118","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10074,"617-4-4","6","1","7","4","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT 4 ET 5 : ASSAINISSEMENT / DRAINAGE / NIVELLENENT ET RECALIBRAGE DES ELISSAIRES EXODTATNES VOLUME 1",NULL,"ZONE EST LOT N4","TTI","LOT 4 ASSAINISSEMENT -DRAINAGE-NIVELLEMENT","","139","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10075,"617-4-5","6","1","7","4","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT 4 ET 5 : ASSAINISSEMENT / DRAINAGE / NIVELLENENT ET RECALIBRAGE DES ELISSAIRES EXODTATNES VOLUME 1",NULL,"ZONE EST  LOT N5","TTI","LOT 5 RECALIBRAGE DES OUDS ET FOSSES D'ASSAINISSEMENT","","115","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10076,"617-4-6","6","1","7","4","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT 4 ET 5 : ASSAINISSEMENT / DRAINAGE / NIVELLENENT ET RECALIBRAGE DES ELISSAIRES EXODTATNES VOLUME 1",NULL,"ZONE EST LOT N4","TTI","CAHIER DES PRESCRIPTIONS SPECIALS","","109","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10077,"617-4-7","6","1","7","4","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT 4 ET 5 : ASSAINISSEMENT / DRAINAGE / NIVELLENENT ET RECALIBRAGE DES ELISSAIRES EXODTATNES VOLUME 1",NULL,"ZONE EST LOT N4","TTI","REGELEMENT DE L'APPEL D'OFFRES (LOT5)","","27","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10078,"617-4-8","6","1","7","4","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT 4 ET 5 : ASSAINISSEMENT / DRAINAGE / NIVELLENENT ET RECALIBRAGE DES ELISSAIRES EXODTATNES VOLUME 1",NULL,"ZONE EST LOT N4","TTI","PIECES DESSINEES  LOT5","5","2","","PLANS DES OUVRAGES","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10079,"617-4-9","6","1","7","4","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 7: AVANT PROJET ZONES EST LOT 4 ET 5 : ASSAINISSEMENT / DRAINAGE / NIVELLENENT ET RECALIBRAGE DES ELISSAIRES EXODTATNES VOLUME 1",NULL,"","TTI","CAHIER DES PRESCRIPTION COMMUNES","","146","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10080,"617-6-1","6","1","7","6","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 8: AVANT PROJET ZONES EST LOT 5: ASSAINISSEENT/ DRAINAGE/ NIVELLEMENT",NULL,"","TTI","NOTE DE CALCUL","","136","","","NOTE DE CALCUL","","","","1","SALLE ARCHIVE",NULL,NULL
10081,"617-6-2","6","1","7","6","ETUDE D'AMENAGEMET DE LA ZONE CENTRALE DE LA T.T.I DU GHARB","PHASE 2: ETUDE D'AMENAGEMENT HYDRO-AGRICOLE MISSION 8: AVANT PROJET ZONES EST LOT 5: ASSAINISSEENT/ DRAINAGE/ NIVELLEMENT",NULL,"","TTI","AVANT METRE ET DETAIL ESTIMATIF","","190","","","NOTE DE CALCUL","","","","","SALLE ARCHIVE",NULL,NULL
10082,"618-1-1","6","1","8","1","MARCHE 28/94/DAM","RESEAUX D'IRRIGATION GRAVITAIRE DU SECTEUR 5.2","1995-01-01","5.2","","CONTRÔLE DES TRAVAUX  JOURNALIER","","37","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
10083,"618-1-2","6","1","8","1","MARCHE 28/94/DAM","RESEAUX D'IRRIGATION GRAVITAIRE DU SECTEUR 5.2","1995-01-01","5.2","","ETAT D'AVANCEMENT DES TRAVAUX AU 24/10/95","","6","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
10084,"618-1-3","6","1","8","1","MARCHE 28/94/DAM","RESEAUX D'IRRIGATION GRAVITAIRE DU SECTEUR 5.2","1995-01-01","5.2","","ANNEXES MARCHE","","3","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
10085,"618-1-4","6","1","8","1","MARCHE 28/94/DAM","RESEAUX D'IRRIGATION GRAVITAIRE DU SECTEUR 5.2","1995-01-01","5.2","","ETAT D'AVANCEMENT DES TRAVAUX AU 08/05/96","","3","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
10086,"618-1-5","6","1","8","1","MARCHE 28/94/DAM","RESEAUX D'IRRIGATION GRAVITAIRE DU SECTEUR 5.2","1995-01-01","5.2","","BORDERAUX D'ENVOIS D'UNE LETTRE","","17","","","rapport","","","","","SALLE ARCHIVE",NULL,NULL
10087,"618-1-6","6","1","8","1","MARCHE 28/94/DAM","RESEAUX D'IRRIGATION GRAVITAIRE DU SECTEUR 5.2","1995-01-01","5.2","","RAPPORT","1","220","4","PLAN DE SITUATION","rapport","PLAN DU TRACE","","","","SALLE ARCHIVE",NULL,NULL
10088,"618-1-7","6","1","8","1","MARCHE 28/94/DAM","RESEAUX D'IRRIGATION GRAVITAIRE DU SECTEUR 5.3","1995-01-01","5.2","","NOTE DE CALCUL","1","23","","PLAN DES OUVRAGES","rapport","","","","","SALLE ARCHIVE",NULL,NULL
10089,"618-2-3","6","1","8","2","MARCHE 1/89/KE/E ETUDE D'AMENAGEMENT DES SECTEURE RIZICOLES","AVANT PROJET DETAILLE RESEAU D'IRRIGATION ","2000-01-01","","","RESAUX HYDRAULIQUES","","37","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10090,"618-2-4","6","1","8","2","MARCHE 1/89/KE/E ETUDE D'AMENAGEMENT DES SECTEURE RIZICOLES","AVANT PROJET DETAILLE RESEAU D'IRRIGATION ","2000-01-01","","","MÉMOIRE EXPLICATIF","","80","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10091,"618-2-6","6","1","8","2","MARCHE 1/89/KE/E ETUDE D'AMENAGEMENT DES SECTEURE RIZICOLES","AVANT PROJET DETAILLE RESEAU D'IRRIGATION ","2000-01-01","","","CANNAUX TERTIAIRE - PROFILS EN LONG","","283","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10092,"618-2-7","6","1","8","2","MARCHE 1/89/KE/E ETUDE D'AMENAGEMENT DES SECTEURE RIZICOLES","AVANT PROJET DETAILLE RESEAU D'IRRIGATION ","2000-01-01","","","AVANT METRE ET DETAIL ESTIMATIF","","98","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10093,"618-2-8","6","1","8","2","MARCHE 1/89/KE/E ETUDE D'AMENAGEMENT DES SECTEURE RIZICOLES","AVANT PROJET DETAILLE RESEAU D'IRRIGATION ","2000-01-01","","","RECOMMANDATION POUR L'EXPLOITATION","","27","4","","RAPPORT","PLANS","","","","SALLE ARCHIVE",NULL,NULL
10094,"621-1-1","6","2","1","1","PERIMETRE DU GHARB STI","AVANT PROJET DETEILLE NORD7 RESEAU D'IRRIGATION TRANCHE 3","1979-01-01","N7","STI","MÉMOIRE DESCRIPTIF","","40","","","RAPPORT","","","7","2333","SALLE ARCHIVE",NULL,NULL
10095,"621-1-2","6","2","1","1","PERIMETRE DU GHARB STI","AVANT PROJET DETEILLE NORD7 RESEAU D'IRRIGATION TRANCHE 3","1979-01-01","N7","STI","CALCUL HYDRAULIQUE","","33","","","RAPPORT","","","7","2333","SALLE ARCHIVE",NULL,NULL
10096,"621-1-3","6","2","1","1","PERIMETRE DU GHARB STI","AVANT PROJET DETEILLE NORD7 RESEAU D'IRRIGATION TRANCHE 3","1979-01-01","N7","STI","AVANT  METRE","","21","","","RAPPORT","","","7","2333","SALLE ARCHIVE",NULL,NULL
10097,"621-4-1","6","2","1","4","PERIMETRE DU GHARB STI","PEO NORD7 RESEAU D'IRRIGATION PAR ASPERSION TRANCHE 3",NULL,"N7","STI","CAHIER DES POINTS DE DETAILS","","101","","","POINTS DE DETAILS","","","3","2334","SALLE ARCHIVE",NULL,NULL
10098,"621-4-2","6","2","1","4","PERIMETRE DU GHARB STI","PEO NORD7 RESEAU D'IRRIGATION PAR ASPERSION TRANCHE 3",NULL,"N7","STI","NOTE DE CALCUL FERRAILLAGE","","93","","","RAPPORT","","","3","2334","SALLE ARCHIVE",NULL,NULL
10099,"621-5-6","6","2","1","5","PERIMETRE DU GHARB STI","PEO NORD7 RESEAU D'ASSAINISSEMENT PAR ASPERSION TRANCHE 3",NULL,"N7","STI","CAHIER DES POINTS DE DETAILS","","157","",""," POINTS DE DETAILS","","","","","SALLE ARCHIVE",NULL,NULL
10100,"621-5-9","6","2","1","5","PERIMETRE DU GHARB STI","PEO NORD7 RESEAU D'ASSAINISSEMENT PAR ASPERSION TRANCHE 3",NULL,"N7","STI","NOTE DE CALCUL","","253","",""," CALCUL","","","","","SALLE ARCHIVE",NULL,NULL
10101,"621-6-1","6","2","1","6","PERIMETRE DU GHARB STI","AVANT PROJET DETAILLE NORD6 RESEAU D'ASSAINISSEMENT ET DE DRAINAGE TRANCHE 3","1979-01-01","N6","STI","CAHIER DES POINTS DE DETAILS","","55","","","POINTS DE DETAILS","","","","","SALLE ARCHIVE",NULL,NULL
10102,"621-6-2","6","2","1","6","PERIMETRE DU GHARB STI","AVANT PROJET DETAILLE NORD6 RESEAU D'ASSAINISSEMENT ET DE DRAINAGE TRANCHE 3","1979-01-01","N6","STI","AVANT METRE DETAILLE","","84","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10103,"621-6-3","6","2","1","6","PERIMETRE DU GHARB STI","AVANT PROJET DETAILLE NORD6 RESEAU D'ASSAINISSEMENT ET DE DRAINAGE TRANCHE 3","1979-01-01","N6","STI","MÉMOIRE EXPLICATIF","","26","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10104,"621-6-4","6","2","1","6","PERIMETRE DU GHARB STI","AVANT PROJET DETAILLE NORD6 RESEAU D'ASSAINISSEMENT ET DE DRAINAGE TRANCHE 3","1979-01-01","N6","STI","NOTE DE CALCUL (B1, B2, B3, B4, ET B5)","","236","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10105,"622-1-1","6","2","2","1","ETUDE D'AMENAGEMENT DES ZONES BOUR DANS LE PERIMETRE DU GHARB","PHASE 2 - VARIANTES D'AMENAGEMENT A_MISE EN VALEUR AGRICOLE",NULL,"","","MISE EN VALEUR AGRICOLE VOLUME 1,2 ET 3","","355","","","RAPPORT ","","","","","SALLE ARCHIVE",NULL,NULL
10106,"622-2-1","6","2","2","2","ETUDE D'AMENAGEMENT DES ZONES BOUR DANS LE PERIMETRE DU GHARB","PHASE 2 - VARIANTES D'AMENAGEMENT",NULL,"","","ETUDE D'AMENAGEMENT DES ZONES BOUR DANS LE PERIMETRE DU GHARB - MARCHE N° 2/83/KE/E","","51","","","rapport","","","1","","SALLE ARCHIVE",NULL,NULL
10107,"622-2-2","6","2","2","2","ETUDE D'AMENAGEMENT DES ZONES BOUR DANS LE PERIMETRE DU GHARB","PHASE 2 - VARIANTES D'AMENAGEMENT",NULL,"","","RAPPORT D'AMENAGEMENT","1","140","","PLAN DE SITUATION ","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10108,"622-2-3","6","2","2","2","ETUDE D'AMENAGEMENT DES ZONES BOUR DANS LE PERIMETRE DU GHARB","PHASE 2 - VARIANTES D'AMENAGEMENT",NULL,"","","VIABILISATION DU MILIEU VOLUME 1,2 ET 3","","288","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10109,"622-2-4","6","2","2","2","ETUDE D'AMENAGEMENT DES ZONES BOUR DANS LE PERIMETRE DU GHARB","PHASE 2 - VARIANTES D'AMENAGEMENT",NULL,"","","PLAN DE SITUATION 1/50000","","","1","","","PLAN DE SITUATION ","","","","SALLE ARCHIVE",NULL,NULL
10110,"622-3-1","6","2","2","3","ETUDE D'AMENAGEMENT DES ZONES BOUR DANS LE PERIMETRE DU GHARB","PHASE 2 - VARIANTES D'AMENAGEMENT B_AMENAGEMENT",NULL,"","","RAPPORT D'AMENAGEMENT","2","139","","PLAN DE SITUATION ","RAPPORT","","","1","","SALLE ARCHIVE",NULL,NULL
10111,"622-3-2","6","2","2","3","ETUDE D'AMENAGEMENT DES ZONES BOUR DANS LE PERIMETRE DU GHARB","PHASE 2 - VARIANTES D'AMENAGEMENT C_VIABILISATION DES MILIEU RURAL",NULL,"","","RAPPORT DE SYNTHESE","","123","","","rapport","","","1","","SALLE ARCHIVE",NULL,NULL
10112,"622-3-3","6","2","2","3","ETUDE D'AMENAGEMENT DES ZONES BOUR DANS LE PERIMETRE DU GHARB","PHASE 2 - VARIANTES D'AMENAGEMENT C_VIABILISATION DES MILIEU RURAL",NULL,"","","VIABILISATION DU MILIEU RURAL VOLUME 1,2 ET 3","","295","","","RAPPORT","","","","","SALLE ARCHIVE",NULL,NULL
10113,"622-4-1","6","2","2","4","ETUDE D'AMENAGEMENT DES ZONES BOUR DANS LE PERIMETRE DU GHARB","PHASE 1: DIAGNOSTIC SITUATION ACTUELLE","1986-01-01","","","RAPPORT DE SYNTHESE","","101","","","RAPPORT ","","","3","","SALLE ARCHIVE",NULL,NULL
